chrom	start	stop	countsAccessPos	singleton	LBVwil	LPdom	LPfor	shared
3L	1150001	1160000	2605	0.0	0.0	0.0	0.0	1.0
3L	1160001	1170000	2228	0.0	0.0	0.0	0.0	2.0
3L	1170001	1180000	11	nan	0.0	0.0	0.0	0.0
3L	1230001	1240000	3531	0.0	1.0	0.0	0.0	2.0
3L	1240001	1250000	7443	3.0	2.0	3.0	2.0	11.0
3L	1250001	1260000	2784	2.0	2.0	0.0	0.0	5.0
3L	1260001	1270000	5224	6.0	0.0	3.0	0.0	9.0
3L	1270001	1280000	4599	0.0	0.0	0.0	0.0	1.0
3L	1280001	1290000	6098	0.0	0.0	0.0	0.0	2.0
3L	1290001	1300000	8859	5.0	1.0	0.0	0.0	24.0
3L	1300001	1310000	3099	2.0	4.0	0.0	0.0	8.0
3L	1310001	1320000	987	0.0	0.0	0.0	0.0	8.0
3L	1320001	1330000	25	nan	0.0	0.0	0.0	0.0
3L	1330001	1340000	4236	2.0	0.0	1.0	0.0	9.0
3L	1350001	1360000	71	nan	0.0	0.0	0.0	0.0
3L	1360001	1370000	2219	2.0	0.0	1.0	1.0	7.0
3L	1380001	1390000	3370	0.0	0.0	0.0	0.0	3.0
3L	1390001	1400000	5	nan	0.0	0.0	0.0	0.0
3L	1460001	1470000	308	0.0	1.0	0.0	2.0	2.0
3L	1470001	1480000	707	1.0	0.0	0.0	0.0	6.0
3L	1480001	1490000	2289	2.0	2.0	3.0	1.0	7.0
3L	1490001	1500000	3665	1.0	0.0	0.0	0.0	8.0
3L	1500001	1510000	1212	0.0	1.0	0.0	1.0	4.0
3L	1510001	1520000	748	3.0	1.0	0.0	0.0	1.0
3L	1520001	1530000	164	0.0	0.0	0.0	0.0	1.0
3L	1530001	1540000	73	nan	0.0	0.0	0.0	0.0
3L	1540001	1550000	2123	2.0	3.0	1.0	0.0	4.0
3L	1550001	1560000	3849	2.0	0.0	1.0	1.0	6.0
3L	1560001	1570000	7750	3.0	1.0	1.0	0.0	9.0
3L	1570001	1580000	6830	3.0	1.0	1.0	0.0	7.0
3L	1580001	1590000	3670	3.0	1.0	1.0	0.0	14.0
3L	1590001	1600000	4949	5.0	2.0	1.0	0.0	15.0
3L	1600001	1610000	4780	4.0	1.0	3.0	1.0	14.0
3L	1610001	1620000	8493	5.0	1.0	1.0	0.0	17.0
3L	1620001	1630000	8017	9.0	0.0	1.0	0.0	24.0
3L	1630001	1640000	5517	0.0	0.0	0.0	0.0	4.0
3L	1640001	1650000	8109	12.0	1.0	1.0	0.0	25.0
3L	1650001	1660000	8911	1.0	0.0	0.0	0.0	8.0
3L	1660001	1670000	4809	1.0	1.0	2.0	0.0	3.0
3L	1680001	1690000	1985	3.0	0.0	0.0	0.0	4.0
3L	1690001	1700000	1137	0.0	0.0	1.0	0.0	3.0
3L	1710001	1720000	1044	nan	0.0	0.0	0.0	0.0
3L	1720001	1730000	7600	1.0	1.0	0.0	0.0	23.0
3L	1730001	1740000	8013	9.0	0.0	1.0	0.0	57.0
3L	1740001	1750000	5037	9.0	3.0	2.0	2.0	28.0
3L	1750001	1760000	1355	4.0	1.0	1.0	0.0	9.0
3L	1760001	1770000	7883	5.0	2.0	0.0	0.0	13.0
3L	1770001	1780000	6552	1.0	0.0	0.0	0.0	8.0
3L	1780001	1790000	8414	5.0	2.0	4.0	2.0	20.0
3L	1790001	1800000	4005	0.0	1.0	0.0	1.0	17.0
3L	1800001	1810000	6599	7.0	2.0	1.0	2.0	13.0
3L	1810001	1820000	5459	1.0	0.0	0.0	0.0	2.0
3L	1830001	1840000	4360	1.0	0.0	0.0	0.0	6.0
3L	1840001	1850000	5176	1.0	1.0	0.0	0.0	3.0
3L	1850001	1860000	3932	0.0	0.0	0.0	0.0	8.0
3L	1860001	1870000	5506	4.0	1.0	0.0	0.0	16.0
3L	1870001	1880000	2198	2.0	0.0	1.0	0.0	4.0
3L	1880001	1890000	8447	3.0	0.0	2.0	0.0	12.0
3L	1890001	1900000	7341	3.0	5.0	0.0	2.0	18.0
3L	1900001	1910000	7593	8.0	4.0	3.0	0.0	24.0
3L	1910001	1920000	9340	9.0	2.0	3.0	2.0	28.0
3L	1920001	1930000	1676	3.0	1.0	1.0	1.0	7.0
3L	1930001	1940000	2953	2.0	1.0	3.0	1.0	13.0
3L	1940001	1950000	9282	6.0	4.0	0.0	2.0	48.0
3L	1950001	1960000	6523	12.0	6.0	9.0	3.0	31.0
3L	1960001	1970000	9563	11.0	4.0	10.0	0.0	51.0
3L	1970001	1980000	9697	5.0	3.0	2.0	0.0	15.0
3L	1980001	1990000	8705	6.0	1.0	4.0	1.0	17.0
3L	1990001	2000000	7879	5.0	0.0	3.0	0.0	29.0
3L	2000001	2010000	9178	4.0	2.0	4.0	0.0	30.0
3L	2010001	2020000	9221	6.0	0.0	1.0	0.0	41.0
3L	2020001	2030000	9640	6.0	1.0	5.0	1.0	39.0
3L	2030001	2040000	9465	15.0	5.0	4.0	0.0	61.0
3L	2040001	2050000	9344	6.0	4.0	2.0	0.0	36.0
3L	2050001	2060000	7412	4.0	6.0	4.0	0.0	37.0
3L	2060001	2070000	7341	4.0	2.0	3.0	0.0	21.0
3L	2070001	2080000	8384	8.0	3.0	0.0	0.0	55.0
3L	2080001	2090000	8302	10.0	3.0	5.0	0.0	44.0
3L	2090001	2100000	7864	6.0	2.0	4.0	0.0	33.0
3L	2100001	2110000	7305	13.0	2.0	1.0	0.0	61.0
3L	2110001	2120000	8021	2.0	1.0	1.0	0.0	14.0
3L	2120001	2130000	8631	5.0	4.0	0.0	1.0	44.0
3L	2130001	2140000	9536	4.0	5.0	1.0	1.0	30.0
3L	2140001	2150000	3446	0.0	0.0	0.0	0.0	1.0
3L	2150001	2160000	8060	4.0	0.0	4.0	1.0	38.0
3L	2160001	2170000	9283	12.0	13.0	6.0	0.0	33.0
3L	2170001	2180000	9013	15.0	6.0	7.0	0.0	53.0
3L	2180001	2190000	8405	5.0	5.0	0.0	0.0	19.0
3L	2190001	2200000	4067	2.0	1.0	3.0	0.0	13.0
3L	2200001	2210000	8212	6.0	4.0	7.0	0.0	35.0
3L	2210001	2220000	9323	4.0	3.0	0.0	0.0	28.0
3L	2220001	2230000	8560	5.0	0.0	1.0	3.0	25.0
3L	2230001	2240000	4066	1.0	0.0	0.0	0.0	8.0
3L	2240001	2250000	6866	4.0	0.0	2.0	0.0	15.0
3L	2250001	2260000	9231	0.0	0.0	0.0	0.0	3.0
3L	2260001	2270000	8438	2.0	1.0	0.0	1.0	27.0
3L	2270001	2280000	8788	20.0	2.0	6.0	4.0	55.0
3L	2280001	2290000	8211	12.0	6.0	0.0	1.0	46.0
3L	2290001	2300000	2944	1.0	1.0	0.0	0.0	27.0
3L	2310001	2320000	2861	4.0	1.0	1.0	0.0	13.0
3L	2320001	2330000	5183	0.0	1.0	0.0	0.0	5.0
3L	2330001	2340000	212	nan	0.0	0.0	0.0	0.0
3L	2340001	2350000	6245	8.0	4.0	3.0	0.0	31.0
3L	2350001	2360000	5321	18.0	3.0	1.0	0.0	25.0
3L	2360001	2370000	6815	7.0	4.0	1.0	0.0	61.0
3L	2370001	2380000	9022	4.0	2.0	0.0	0.0	33.0
3L	2380001	2390000	5317	2.0	1.0	0.0	0.0	6.0
3L	2390001	2400000	9862	13.0	6.0	6.0	0.0	45.0
3L	2400001	2410000	3140	2.0	3.0	0.0	0.0	4.0
3L	2410001	2420000	8427	10.0	3.0	2.0	0.0	61.0
3L	2420001	2430000	6177	10.0	11.0	3.0	0.0	46.0
3L	2430001	2440000	8886	2.0	2.0	2.0	1.0	26.0
3L	2440001	2450000	6660	7.0	1.0	2.0	0.0	29.0
3L	2450001	2460000	8634	4.0	5.0	0.0	0.0	33.0
3L	2460001	2470000	3640	13.0	2.0	4.0	1.0	34.0
3L	2470001	2480000	4868	1.0	5.0	0.0	0.0	11.0
3L	2480001	2490000	6194	4.0	6.0	1.0	0.0	15.0
3L	2490001	2500000	6604	5.0	3.0	1.0	2.0	32.0
3L	2500001	2510000	7497	5.0	1.0	2.0	2.0	12.0
3L	2510001	2520000	5274	12.0	3.0	1.0	1.0	8.0
3L	2520001	2530000	1915	0.0	0.0	0.0	0.0	1.0
3L	2530001	2540000	3881	0.0	0.0	0.0	0.0	11.0
3L	2540001	2550000	2987	1.0	0.0	0.0	0.0	2.0
3L	2550001	2560000	7910	0.0	0.0	2.0	0.0	5.0
3L	2560001	2570000	6569	3.0	1.0	0.0	0.0	15.0
3L	2570001	2580000	2762	0.0	0.0	2.0	0.0	2.0
3L	2580001	2590000	5361	8.0	2.0	3.0	0.0	14.0
3L	2590001	2600000	3351	4.0	2.0	1.0	0.0	25.0
3L	2600001	2610000	7277	23.0	8.0	3.0	4.0	92.0
3L	2610001	2620000	8166	22.0	12.0	2.0	0.0	87.0
3L	2620001	2630000	7643	24.0	5.0	3.0	0.0	110.0
3L	2630001	2640000	7280	5.0	1.0	0.0	1.0	41.0
3L	2640001	2650000	6631	1.0	1.0	0.0	0.0	13.0
3L	2650001	2660000	2917	0.0	0.0	0.0	0.0	1.0
3L	2660001	2670000	3536	0.0	0.0	1.0	1.0	3.0
3L	2670001	2680000	9274	6.0	2.0	0.0	0.0	43.0
3L	2680001	2690000	4178	4.0	2.0	0.0	1.0	25.0
3L	2690001	2700000	4196	7.0	2.0	2.0	1.0	31.0
3L	2700001	2710000	9444	8.0	7.0	7.0	2.0	52.0
3L	2710001	2720000	9677	1.0	3.0	11.0	5.0	79.0
3L	2720001	2730000	3328	9.0	4.0	2.0	1.0	24.0
3L	2730001	2740000	10	nan	0.0	0.0	0.0	0.0
3L	2750001	2760000	1094	nan	0.0	0.0	0.0	0.0
3L	2760001	2770000	7432	4.0	0.0	1.0	0.0	28.0
3L	2770001	2780000	4795	2.0	4.0	2.0	1.0	41.0
3L	2780001	2790000	9595	6.0	7.0	4.0	0.0	58.0
3L	2790001	2800000	4143	3.0	4.0	4.0	0.0	43.0
3L	2800001	2810000	48	nan	0.0	0.0	0.0	0.0
3L	2810001	2820000	8483	6.0	2.0	6.0	2.0	37.0
3L	2820001	2830000	9056	0.0	0.0	2.0	0.0	8.0
3L	2830001	2840000	6597	1.0	2.0	1.0	0.0	16.0
3L	2840001	2850000	8312	0.0	1.0	3.0	0.0	12.0
3L	2850001	2860000	7310	10.0	5.0	8.0	3.0	49.0
3L	2860001	2870000	7015	5.0	7.0	15.0	2.0	73.0
3L	2870001	2880000	5834	1.0	1.0	2.0	0.0	25.0
3L	2880001	2890000	8241	6.0	11.0	13.0	3.0	96.0
3L	2890001	2900000	3864	5.0	1.0	3.0	0.0	26.0
3L	2900001	2910000	9721	12.0	1.0	7.0	0.0	89.0
3L	2910001	2920000	9221	1.0	1.0	0.0	0.0	18.0
3L	2920001	2930000	8336	2.0	0.0	1.0	0.0	10.0
3L	2930001	2940000	9791	6.0	5.0	5.0	1.0	61.0
3L	2940001	2950000	9056	4.0	2.0	3.0	0.0	28.0
3L	2950001	2960000	4874	8.0	10.0	10.0	1.0	47.0
3L	2960001	2970000	934	0.0	0.0	0.0	0.0	1.0
3L	2970001	2980000	4491	13.0	1.0	3.0	0.0	65.0
3L	2980001	2990000	9693	45.0	13.0	7.0	0.0	121.0
3L	2990001	3000000	3600	5.0	1.0	7.0	0.0	53.0
3L	3000001	3010000	6695	11.0	9.0	11.0	0.0	77.0
3L	3010001	3020000	7461	12.0	3.0	6.0	0.0	59.0
3L	3020001	3030000	4381	10.0	1.0	0.0	0.0	26.0
3L	3030001	3040000	3143	3.0	0.0	0.0	0.0	15.0
3L	3040001	3050000	6397	4.0	1.0	0.0	0.0	20.0
3L	3050001	3060000	7433	6.0	0.0	1.0	0.0	22.0
3L	3060001	3070000	9278	2.0	0.0	1.0	0.0	38.0
3L	3070001	3080000	8303	8.0	2.0	0.0	0.0	33.0
3L	3080001	3090000	1768	1.0	0.0	0.0	0.0	4.0
3L	3090001	3100000	7016	6.0	1.0	2.0	0.0	14.0
3L	3100001	3110000	6779	10.0	4.0	1.0	0.0	55.0
3L	3110001	3120000	4702	5.0	2.0	0.0	0.0	32.0
3L	3120001	3130000	4460	16.0	5.0	2.0	0.0	54.0
3L	3130001	3140000	4511	8.0	0.0	2.0	0.0	29.0
3L	3140001	3150000	9150	11.0	7.0	4.0	0.0	63.0
3L	3150001	3160000	8789	8.0	9.0	5.0	0.0	59.0
3L	3160001	3170000	9873	11.0	12.0	5.0	0.0	67.0
3L	3170001	3180000	4029	0.0	1.0	3.0	0.0	34.0
3L	3180001	3190000	8103	27.0	5.0	7.0	0.0	103.0
3L	3190001	3200000	5251	5.0	5.0	9.0	2.0	50.0
3L	3200001	3210000	4536	0.0	0.0	3.0	0.0	17.0
3L	3210001	3220000	2164	1.0	1.0	1.0	0.0	4.0
3L	3220001	3230000	9293	7.0	6.0	11.0	0.0	59.0
3L	3230001	3240000	9614	15.0	8.0	16.0	3.0	87.0
3L	3240001	3250000	7050	11.0	12.0	6.0	2.0	55.0
3L	3250001	3260000	4282	7.0	4.0	0.0	0.0	16.0
3L	3260001	3270000	8953	21.0	9.0	8.0	0.0	74.0
3L	3270001	3280000	7250	3.0	4.0	9.0	0.0	24.0
3L	3280001	3290000	8133	12.0	5.0	12.0	2.0	60.0
3L	3290001	3300000	1448	1.0	0.0	1.0	1.0	5.0
3L	3300001	3310000	6459	15.0	9.0	5.0	0.0	83.0
3L	3310001	3320000	9663	12.0	2.0	2.0	1.0	59.0
3L	3320001	3330000	9972	9.0	6.0	7.0	0.0	57.0
3L	3330001	3340000	9160	4.0	0.0	0.0	0.0	37.0
3L	3340001	3350000	8658	6.0	5.0	2.0	1.0	43.0
3L	3350001	3360000	4031	nan	0.0	0.0	0.0	0.0
3L	3360001	3370000	3413	0.0	0.0	1.0	0.0	3.0
3L	3370001	3380000	8381	8.0	5.0	3.0	0.0	26.0
3L	3380001	3390000	9573	9.0	5.0	7.0	0.0	47.0
3L	3390001	3400000	9599	12.0	2.0	3.0	2.0	24.0
3L	3400001	3410000	9319	12.0	5.0	4.0	1.0	45.0
3L	3410001	3420000	9567	8.0	11.0	4.0	0.0	17.0
3L	3420001	3430000	9906	18.0	4.0	7.0	0.0	32.0
3L	3430001	3440000	9593	8.0	4.0	6.0	0.0	34.0
3L	3440001	3450000	9398	7.0	2.0	4.0	1.0	27.0
3L	3450001	3460000	9886	15.0	14.0	6.0	1.0	72.0
3L	3460001	3470000	9501	14.0	1.0	3.0	0.0	24.0
3L	3470001	3480000	4910	8.0	4.0	1.0	1.0	32.0
3L	3480001	3490000	9837	7.0	7.0	0.0	0.0	22.0
3L	3490001	3500000	9671	13.0	9.0	2.0	1.0	58.0
3L	3500001	3510000	8974	5.0	2.0	3.0	0.0	22.0
3L	3510001	3520000	6452	9.0	2.0	0.0	0.0	24.0
3L	3520001	3530000	9178	12.0	5.0	1.0	2.0	36.0
3L	3530001	3540000	9394	7.0	1.0	0.0	0.0	38.0
3L	3540001	3550000	9578	9.0	5.0	0.0	0.0	38.0
3L	3550001	3560000	9879	26.0	16.0	3.0	0.0	63.0
3L	3560001	3570000	9785	16.0	13.0	6.0	3.0	73.0
3L	3570001	3580000	9898	10.0	14.0	1.0	4.0	68.0
3L	3580001	3590000	9317	5.0	3.0	3.0	0.0	46.0
3L	3590001	3600000	9673	10.0	5.0	3.0	2.0	40.0
3L	3600001	3610000	9910	10.0	6.0	2.0	0.0	40.0
3L	3610001	3620000	8291	9.0	11.0	3.0	0.0	30.0
3L	3620001	3630000	5386	1.0	1.0	0.0	0.0	9.0
3L	3630001	3640000	9028	10.0	4.0	1.0	0.0	32.0
3L	3640001	3650000	6606	0.0	0.0	0.0	0.0	1.0
3L	3650001	3660000	6731	0.0	1.0	0.0	0.0	7.0
3L	3660001	3670000	9031	1.0	3.0	1.0	0.0	41.0
3L	3670001	3680000	3942	0.0	2.0	0.0	0.0	1.0
3L	3680001	3690000	9819	2.0	3.0	1.0	0.0	16.0
3L	3690001	3700000	8682	11.0	4.0	0.0	0.0	33.0
3L	3700001	3710000	8935	15.0	9.0	3.0	5.0	47.0
3L	3710001	3720000	9724	21.0	17.0	7.0	1.0	49.0
3L	3720001	3730000	9718	15.0	13.0	6.0	6.0	73.0
3L	3730001	3740000	2927	1.0	2.0	0.0	0.0	23.0
3L	3740001	3750000	6480	15.0	5.0	2.0	6.0	68.0
3L	3750001	3760000	8818	12.0	14.0	4.0	0.0	63.0
3L	3760001	3770000	9227	17.0	27.0	3.0	0.0	128.0
3L	3770001	3780000	4691	4.0	4.0	2.0	2.0	26.0
3L	3780001	3790000	2558	nan	0.0	0.0	0.0	0.0
3L	3790001	3800000	3223	1.0	0.0	0.0	0.0	9.0
3L	3800001	3810000	9471	3.0	13.0	6.0	4.0	93.0
3L	3810001	3820000	8956	4.0	6.0	1.0	3.0	43.0
3L	3820001	3830000	6284	0.0	0.0	1.0	0.0	14.0
3L	3830001	3840000	904	1.0	0.0	1.0	0.0	8.0
3L	3840001	3850000	5714	8.0	4.0	3.0	0.0	37.0
3L	3850001	3860000	1091	3.0	2.0	0.0	0.0	18.0
3L	3860001	3870000	8748	14.0	10.0	5.0	2.0	59.0
3L	3870001	3880000	7883	1.0	7.0	4.0	4.0	13.0
3L	3880001	3890000	8805	13.0	13.0	2.0	0.0	55.0
3L	3890001	3900000	9077	12.0	7.0	2.0	0.0	46.0
3L	3900001	3910000	9379	8.0	4.0	0.0	0.0	41.0
3L	3910001	3920000	9330	15.0	9.0	1.0	1.0	48.0
3L	3920001	3930000	9330	11.0	17.0	2.0	1.0	74.0
3L	3930001	3940000	6478	0.0	1.0	0.0	0.0	41.0
3L	3940001	3950000	9833	8.0	4.0	2.0	1.0	37.0
3L	3950001	3960000	9480	8.0	3.0	1.0	0.0	38.0
3L	3960001	3970000	2898	0.0	0.0	0.0	0.0	9.0
3L	3970001	3980000	9023	1.0	1.0	0.0	0.0	19.0
3L	3980001	3990000	3780	2.0	2.0	0.0	0.0	15.0
3L	4000001	4010000	4333	7.0	2.0	1.0	0.0	17.0
3L	4010001	4020000	3795	1.0	0.0	0.0	0.0	10.0
3L	4020001	4030000	7961	7.0	4.0	1.0	0.0	19.0
3L	4030001	4040000	5667	2.0	1.0	0.0	0.0	9.0
3L	4040001	4050000	7319	9.0	5.0	1.0	0.0	39.0
3L	4050001	4060000	5982	1.0	2.0	0.0	0.0	48.0
3L	4060001	4070000	2929	3.0	1.0	0.0	0.0	11.0
3L	4070001	4080000	3563	2.0	1.0	0.0	0.0	14.0
3L	4080001	4090000	8028	2.0	0.0	1.0	0.0	11.0
3L	4090001	4100000	8304	3.0	2.0	1.0	1.0	24.0
3L	4100001	4110000	5258	0.0	0.0	0.0	0.0	6.0
3L	4110001	4120000	8077	2.0	0.0	1.0	0.0	17.0
3L	4120001	4130000	6296	1.0	0.0	0.0	0.0	10.0
3L	4130001	4140000	5722	3.0	0.0	0.0	0.0	9.0
3L	4140001	4150000	4050	3.0	0.0	0.0	0.0	25.0
3L	4150001	4160000	1833	1.0	0.0	0.0	0.0	13.0
3L	4160001	4170000	9565	4.0	1.0	1.0	1.0	39.0
3L	4170001	4180000	8061	8.0	2.0	0.0	1.0	65.0
3L	4180001	4190000	6544	9.0	0.0	0.0	1.0	76.0
3L	4190001	4200000	62	nan	0.0	0.0	0.0	0.0
3L	4200001	4210000	1440	nan	0.0	0.0	0.0	0.0
3L	4210001	4220000	8557	1.0	0.0	0.0	0.0	17.0
3L	4220001	4230000	9699	11.0	1.0	2.0	0.0	49.0
3L	4230001	4240000	8062	5.0	1.0	0.0	0.0	44.0
3L	4240001	4250000	38	nan	0.0	0.0	0.0	0.0
3L	4260001	4270000	2619	8.0	5.0	3.0	0.0	29.0
3L	4270001	4280000	1797	0.0	1.0	0.0	1.0	6.0
3L	4280001	4290000	2335	6.0	0.0	0.0	0.0	22.0
3L	4290001	4300000	64	0.0	1.0	0.0	0.0	3.0
3L	4300001	4310000	401	0.0	0.0	0.0	0.0	2.0
3L	4310001	4320000	188	0.0	0.0	0.0	0.0	4.0
3L	4360001	4370000	116	0.0	0.0	1.0	0.0	0.0
3L	4380001	4390000	25	nan	0.0	0.0	0.0	0.0
3L	4390001	4400000	865	5.0	1.0	0.0	0.0	22.0
3L	4400001	4410000	3292	0.0	2.0	0.0	1.0	38.0
3L	4410001	4420000	549	1.0	0.0	0.0	0.0	2.0
3L	4430001	4440000	735	1.0	1.0	0.0	0.0	12.0
3L	4440001	4450000	18	nan	0.0	0.0	0.0	0.0
3L	4470001	4480000	1	nan	0.0	0.0	0.0	0.0
3L	4480001	4490000	57	0.0	0.0	0.0	0.0	2.0
3L	4490001	4500000	259	nan	0.0	0.0	0.0	0.0
3L	4510001	4520000	5	nan	0.0	0.0	0.0	0.0
3L	4520001	4530000	5	nan	0.0	0.0	0.0	0.0
3L	4530001	4540000	20	nan	0.0	0.0	0.0	0.0
3L	4550001	4560000	2	nan	0.0	0.0	0.0	0.0
3L	4560001	4570000	697	2.0	1.0	0.0	0.0	41.0
3L	4610001	4620000	68	0.0	0.0	0.0	0.0	1.0
3L	4620001	4630000	189	nan	0.0	0.0	0.0	0.0
3L	4630001	4640000	175	nan	0.0	0.0	0.0	0.0
3L	4640001	4650000	198	nan	0.0	0.0	0.0	0.0
3L	4700001	4710000	79	nan	0.0	0.0	0.0	0.0
3L	4730001	4740000	26	nan	0.0	0.0	0.0	0.0
3L	4760001	4770000	13	nan	0.0	0.0	0.0	0.0
3L	4780001	4790000	1510	3.0	0.0	1.0	0.0	6.0
3L	4800001	4810000	2991	4.0	0.0	0.0	0.0	7.0
3L	4810001	4820000	8070	5.0	4.0	2.0	0.0	14.0
3L	4820001	4830000	5817	5.0	1.0	0.0	1.0	23.0
3L	4830001	4840000	7199	4.0	1.0	1.0	0.0	20.0
3L	4840001	4850000	7567	11.0	5.0	1.0	0.0	43.0
3L	4850001	4860000	9268	19.0	6.0	2.0	3.0	48.0
3L	4860001	4870000	9723	32.0	8.0	1.0	1.0	94.0
3L	4870001	4880000	6735	11.0	5.0	1.0	0.0	38.0
3L	4880001	4890000	3708	5.0	2.0	1.0	0.0	11.0
3L	4890001	4900000	471	0.0	0.0	0.0	0.0	4.0
3L	4900001	4910000	6990	6.0	1.0	1.0	0.0	23.0
3L	4910001	4920000	2451	0.0	0.0	0.0	0.0	5.0
3L	4920001	4930000	3237	11.0	6.0	2.0	3.0	43.0
3L	4930001	4940000	6100	15.0	5.0	1.0	2.0	29.0
