chrom	start	end	count	fst	dxy	xpehh_mean	st_xpehh_w_median	st_xpehh_w_std	xpehh_max	xpehh_min	delta_SAF
2L	6551369	6629010	500	0.05651492	0.00112194	-1.00766361	-1.09606901	0.60931616	-2.34133864	0.95697661	0.0310977
2L	6629017	6686028	500	0.0390584	0.00157036	-0.19221313	-0.08533423	0.38391286	-0.80456585	0.99089613	-0.06119822
2L	6686089	6736235	500	0.05336158	0.00200206	-0.52843067	-0.45365812	0.3538097	-1.47070158	0.13060774	-0.00203887
2L	6737044	6767794	500	0.08009068	0.00299196	-0.92325327	-0.8963261	0.46624526	-2.38428744	-0.24909341	-0.05993609
2L	6767825	6806389	500	0.06190763	0.0023972	-0.56780364	-0.65501608	0.29206645	-0.98215198	-0.03211451	-0.10439739
2L	6806447	6858828	500	0.08168239	0.00178616	1.22632913	1.30544717	0.64519627	-0.32411979	2.19017605	0.21184579
2L	6858863	6881801	500	0.15243781	0.00360865	1.98237302	2.01912302	0.55876652	0.81569783	3.14995993	0.16639774
2L	6881856	6900903	500	0.09874572	0.00422498	1.23438589	1.19693517	0.24472449	0.69240973	1.84538544	-0.02728142
2L	6900909	6921244	500	0.11256965	0.00440613	1.47820379	1.47885887	0.17826539	1.02894781	1.88403957	0.18216286
2L	6921287	6947764	500	0.09412186	0.00333149	1.76942702	1.74395805	0.31255922	0.90507397	2.50224951	0.13587721
2L	6947775	6984493	500	0.09397651	0.00252974	1.90802433	1.82335685	0.41297518	0.80217049	2.64842499	0.22118553
2L	6984505	7064421	500	0.11640668	0.00124101	1.105729	0.85220911	0.69721309	0.01933828	2.43630445	0.27155588
2L	7064441	7133211	500	0.07621402	0.00132402	1.01923665	0.9980081	0.34159578	-0.03090027	1.85670189	-0.00177497
2L	7133299	7187885	500	0.05543535	0.00139849	1.35696635	1.35562527	0.61007957	0.03271516	2.91856074	-0.10344506
2L	7187936	7233626	500	0.04950458	0.0018793	0.91393447	0.88843834	0.66283454	-0.47753847	2.2937936	-0.05603497
2L	7233629	7301561	500	0.08489762	0.00130254	0.50850953	0.49684059	0.36516024	-0.79369001	1.16764968	0.10580416
2L	7301562	7428295	500	0.06953548	0.00066844	0.4324931	0.23260499	0.78526087	-0.69795152	1.98866342	-0.06776128
2L	7428303	7542706	500	0.06926857	0.00076666	-0.57830416	-0.60387374	0.81133851	-1.96869795	1.0125119	0.00296374
2L	7542733	7594404	500	0.07670359	0.00162269	-1.15118254	-1.01921608	0.42467889	-2.29638194	-0.33296766	-0.10687575
2L	7594455	7631138	500	0.05710481	0.00254782	-1.55175536	-1.57294985	0.21421156	-2.00386447	-0.95405606	-0.02623729
2L	7631430	7665388	500	0.05506083	0.00233966	-2.17780433	-2.23879868	0.3662677	-2.93699246	-1.31818638	-0.02363272
2L	7665399	7695676	500	0.05047255	0.00292527	-2.29050932	-2.35161782	0.34533539	-3.16917097	-1.46020411	-0.07058385
2L	7695710	7719948	500	0.06653534	0.00384479	-1.4710636	-1.48013128	0.43038282	-2.44685865	0.02829437	0.09205845
2L	7719975	7797190	500	0.03322538	0.00121392	-0.9450775	-1.07474266	0.44124342	-1.93452932	-0.13562212	-0.04178441
2L	7797195	7840050	500	0.03956409	0.00173218	-0.24355259	-0.2362339	0.76951001	-1.8483972	1.28532962	-0.08376735
2L	7840080	7892808	500	0.07566483	0.00175333	-0.99883209	-1.11190853	0.39676379	-1.58177747	0.50025179	0.10169651
2L	7892839	7924336	500	0.06076878	0.00315984	-1.40613632	-1.37000672	0.22020808	-2.24610602	-0.71670773	0.02841281
2L	7924390	7955089	500	0.06754052	0.00278669	-1.13636922	-0.84124891	0.90545362	-3.27453109	0.5194758	-0.14460188
2L	7955145	7975549	500	0.05686962	0.00404414	-1.92787911	-1.87364091	0.39507636	-2.71464763	-0.97492138	-0.01653039
2L	7975573	7997300	500	0.0490131	0.00376559	-0.90261036	-0.90325288	0.09095698	-1.09050594	-0.61557697	-0.0148552
2L	7997305	8024619	500	0.03608249	0.00352334	-1.56483112	-1.64193961	0.57380553	-3.04156687	-0.72683925	-0.07930401
2L	8024656	8065906	500	0.05901898	0.00203904	-1.84543206	-2.00076417	0.57291111	-2.78284456	-0.45058321	-0.06898898
2L	8065962	8086320	500	0.0532312	0.00434046	-2.71018411	-2.65536804	0.4167781	-3.81739678	-1.68273837	-0.06076221
2L	8086335	8107911	500	0.05662953	0.00394755	-2.5423683	-2.5234999	0.28785316	-3.3813713	-1.78636438	-0.05408441
2L	8107942	8129835	500	0.06731286	0.00417315	-2.4328025	-2.3125042	0.38510669	-3.43617151	-1.6092958	0.07993055
2L	8129860	8157641	500	0.0601477	0.00309	-2.75466528	-2.67781189	0.42656964	-3.67071224	-1.99275416	-0.07959085
2L	8157765	8231293	500	0.04945889	0.00125147	-2.31779269	-2.17867044	0.47347889	-3.4061125	-0.9912757	-0.00673169
2L	8231373	8298485	500	0.05075346	0.00125555	-2.02473782	-1.93032621	0.65062815	-3.49960887	-0.57423141	0.06629958
2L	8298528	8333383	500	0.05746185	0.00256563	nan	nan	nan	nan	nan	-0.05458926
2L	8333386	8604214	500	0.06153793	0.00024779	nan	nan	nan	nan	nan	-0.1169154
2L	8604216	8636518	500	0.08312488	0.00225687	1.55428757	1.61613903	0.71384671	-0.23538873	2.73849901	0.02217102
2L	8636533	8667225	500	0.07602397	0.00281021	1.57748368	1.53986448	0.62703981	0.08178312	3.32814384	0.10544847
2L	8667254	8705836	500	0.05976953	0.00223792	1.44177003	1.4912259	0.55010378	0.01177058	2.87815587	-0.01025417
2L	8705850	8770244	500	0.08045269	0.00133036	1.44796114	1.43655609	0.7830117	-0.26745702	3.24824121	0.07621301
2L	8770308	8820113	500	0.06438916	0.00178387	0.83735628	0.72678472	0.65318797	-0.68649617	2.42797406	-0.07131818
2L	8820122	8859065	500	0.05455302	0.00218642	0.60138055	0.3522663	0.68927297	-0.68712894	2.37282792	0.02078268
2L	8859067	8885776	500	0.04223735	0.00268268	0.16066403	0.08287196	0.33007732	-0.590415	0.97636817	-0.02447032
2L	8885869	8921248	500	0.05279583	0.00258342	0.50459145	0.4881523	0.52772955	-0.41159425	2.26243014	-0.04708534
2L	8921256	8957268	500	0.047806	0.00225674	0.36106848	0.30791974	0.5314438	-0.93205278	1.93346953	-0.17796793
2L	8957319	9000782	500	0.04904787	0.00176777	-0.28784708	-0.2915871	0.21807167	-0.88543037	0.17310786	-0.03134317
2L	9000800	9020392	500	0.0424066	0.00332195	-0.4326677	-0.42970296	0.24841481	-1.1771916	0.23947375	-0.10376633
2L	9020402	9054209	500	0.05105745	0.00240285	-0.52109558	-0.46804663	0.32575002	-1.45257282	0.26335908	-0.01814821
2L	9054266	9156981	500	0.06217757	0.00081999	0.03418986	-0.03227285	0.46376902	-0.92823161	1.48792045	0.09947058
2L	9156984	9237799	500	0.03753325	0.00121137	-0.15947792	-0.03577007	0.43108135	-1.30269187	0.73837924	-0.01863011
2L	9238413	9322620	500	0.03129602	0.00116738	0.65609357	0.72917644	0.36701731	-0.76649537	1.33186097	-0.02451621
2L	9322635	9376104	500	0.02840498	0.00171855	0.59225124	0.53191514	0.53469959	-0.27670554	1.74862031	-0.0102427
2L	9376196	9457242	500	0.04676795	0.00109137	0.34964292	0.3606536	0.32738262	-0.30569271	1.3205217	-0.06613199
2L	9457260	9504429	500	0.04988578	0.00181076	0.79949503	0.86815357	0.37700832	-0.23376182	1.4888734	-0.14937501
2L	9504441	9565597	500	0.0555879	0.00158291	0.82249739	0.74223043	0.34357423	-0.0133072	1.8039281	0.10669912
2L	9565627	9609387	500	0.04175724	0.00206831	0.92143773	0.88730406	0.31671447	0.22689965	1.9235286	-0.07902863
2L	9609536	9658181	500	0.0359755	0.00186128	1.36597449	1.3225071	0.4198051	0.10457164	2.59247599	-0.14650654
2L	9658183	9691288	500	0.0495815	0.00292741	0.59475157	0.50914112	0.42480886	-0.63178659	2.09940349	-0.05240922
2L	9691290	9765826	500	0.06121796	0.00110561	1.19146607	1.32209452	0.70798781	-0.7677977	2.61044357	0.00778277
2L	9765880	9820146	500	0.04471405	0.00180953	0.74020933	1.02405204	0.90639943	-0.65731377	2.707153	0.02623278
2L	9820281	9854105	500	0.0394034	0.00267387	-0.36902827	-0.38053773	0.28627012	-1.10763946	0.33255243	-0.0133636
2L	9854124	9883190	500	0.03914396	0.0028444	-0.68106296	-0.52239313	0.60054362	-2.04890666	0.28438658	-0.0909041
2L	9883733	9941055	500	0.043016	0.00157859	-0.72807757	-0.80782688	0.32413532	-1.50433439	0.13984223	-0.07671091
2L	9941056	9969353	500	0.05571403	0.00384029	-0.96268946	-1.07273368	0.3096235	-1.63060389	-0.1717104	0.11678467
2L	9969368	10001802	500	0.04732675	0.00268358	-0.88780458	-0.87809858	0.28153715	-1.55667343	-0.08245862	-0.08135783
2L	10001829	10029909	500	0.03234453	0.00325999	-0.79094149	-0.81090056	0.47288666	-1.73944007	0.24900351	-0.10655448
2L	10029913	10068109	500	0.03965958	0.00229958	-0.66423105	-0.69083305	0.29925956	-1.26959453	0.07270208	-0.08179384
2L	10068248	10118203	500	0.06910222	0.00209616	-1.11642398	-1.15432199	0.27025265	-1.71428027	-0.527555	0.07893232
2L	10118226	10162828	500	0.10237909	0.00210077	-1.2549251	-1.20623475	0.22341833	-1.70094433	-0.745171	0.05644351
2L	10163018	10234952	500	0.10221291	0.00137751	-1.01580477	-0.97909794	0.38773192	-1.82565848	0.2205506	0.13400697
2L	10234980	10260023	500	0.0451409	0.00360061	-0.66407657	-0.66047315	0.39007079	-1.86423863	0.15241078	-0.09996847
2L	10260055	10291296	500	0.06026729	0.00241992	-0.0751238	-0.13364024	0.34708299	-0.73178231	1.10340525	0.0408964
2L	10291326	10331852	500	0.03752514	0.00189846	-0.30651271	-0.29714034	0.24181579	-1.17494685	0.62102786	-0.01896285
2L	10332063	10362597	500	0.05780394	0.002265	-0.2016804	-0.23093732	0.43471029	-1.40546877	1.08921213	-0.08482294
2L	10362620	10415022	500	0.04864241	0.00155849	-1.33387507	-1.27474369	0.50843807	-2.75171204	-0.22972493	-0.10950327
2L	10415024	10461362	500	0.03473578	0.00144711	-1.05128934	-0.99191896	0.60354431	-2.416258	-0.09083769	-0.033615
2L	10461542	10491361	500	0.04261318	0.00262993	-1.18433279	-1.01892527	0.53255076	-2.37524039	-0.26340464	-0.08323955
2L	10491543	10538612	500	0.06867845	0.00184864	-1.32898483	-1.31159254	0.39814468	-2.1619355	-0.18005161	0.07789967
2L	10538619	10568363	500	0.06685666	0.00292627	-0.32946536	-0.26219182	0.50589866	-1.68644345	0.86501345	-0.00638748
2L	10568369	10635212	500	0.07735762	0.00141346	0.14670595	0.0454953	0.42025448	-0.7162435	1.0254826	0.01797158
2L	10635316	10665032	500	0.05440193	0.00267488	0.37187655	0.34761565	0.27683843	-0.15518361	0.9961059	-0.01826295
2L	10665052	10689467	500	0.03995363	0.0035585	1.2557002	1.1606532	0.47866642	0.28495167	2.35773581	0.00436355
2L	10689486	10718622	500	0.04705182	0.00307313	1.02233025	0.99639468	0.38058619	-0.24777195	2.39826979	-0.00256667
2L	10718656	10754963	500	0.05026975	0.00221069	0.29509512	0.24478793	0.28872103	-0.36439707	1.04099312	-0.04320717
2L	10755006	10785637	500	0.06557587	0.0027214	1.13835846	1.14084296	0.52927936	-0.11969904	2.30644112	-0.06414701
2L	10785855	10822751	500	0.08344627	0.00226468	0.67931735	0.61568267	0.3337455	-0.29056106	1.75981583	0.0778423
2L	10822761	10849342	500	0.1352902	0.00296907	0.78968203	0.822786	0.49006467	-0.13901652	1.90641949	0.09048652
2L	10849345	10870359	500	0.16099788	0.00489897	1.90226756	1.95031005	0.38918679	0.95883694	2.64633931	0.55484607
2L	10870367	10885599	500	0.15202225	0.00557786	2.31923448	2.30816031	0.33140678	1.69742544	3.25861521	0.32546019
2L	10885654	10904129	500	0.12329736	0.00526128	2.62818514	2.73241307	0.55363009	1.27494885	3.65749478	0.29541009
2L	10904131	10942628	500	0.09306711	0.00248208	1.56366822	1.6240321	0.41966877	0.59689419	2.60012594	0.1107494
2L	10942672	10991175	500	0.10081809	0.00216884	0.36177473	0.2300739	0.40714857	-0.33775578	1.28976453	0.09633821
2L	10991184	11026579	500	0.04980471	0.00291719	1.14189275	1.13307071	0.33913185	0.07402204	1.95046612	-0.02309345
2L	11026598	11082893	500	0.05664433	0.00184268	0.64991497	0.6470243	0.63093667	-0.65359133	2.10382168	-0.13282967
2L	11082897	11132595	500	0.04853588	0.0017333	0.64142837	0.59470869	0.62111046	-0.664103	2.41940256	-0.06332089
2L	11132609	11183687	500	0.03638128	0.00185355	0.61734631	0.61170483	0.37008041	-0.08881336	1.60006729	-0.02370157
2L	11183703	11208196	500	0.04280553	0.00407089	0.79056545	0.79182258	0.302599	-0.13725287	1.44776116	-0.01885959
2L	11208877	11242526	500	0.03141074	0.00234757	0.58327482	0.51730993	0.36144552	-0.11487927	1.72809315	-0.10127649
2L	11242590	11284768	500	0.05961937	0.00212751	0.48763374	0.45881137	0.3357601	-0.34598265	1.50551409	-0.00125865
2L	11284774	11334170	500	0.03838676	0.00196653	-0.07982024	-0.1037123	0.36332892	-0.8193502	0.53580786	0.01247559
2L	11334172	11394601	500	0.02210582	0.00166511	-0.5211952	-0.43763816	0.47703926	-1.72464461	0.51701041	0.01767326
2L	11394624	11457314	500	0.02914849	0.00158053	-0.44623478	-0.44042892	0.33203301	-1.51999616	0.49529386	-0.10427118
2L	11457323	11505387	500	0.03065938	0.00156086	-0.62029918	-0.61754439	0.29419861	-1.51987557	0.12328476	-0.07830578
2L	11505417	11569603	500	0.04818167	0.00113699	-0.00084403	-0.05734902	0.37270721	-0.85275033	1.04650352	-0.03090716
2L	11569732	11648276	500	0.0377946	0.00107706	-0.26549762	-0.30525459	0.2508085	-0.84939317	0.72778305	-0.0177122
2L	11648286	11707360	500	0.05924034	0.00135655	-0.22040405	-0.29990137	0.32289038	-0.90458934	0.82047175	0.06409659
2L	11707442	11747942	500	0.05879013	0.00198921	-0.29951556	-0.33071078	0.19197019	-0.74587695	0.1413216	-0.05748068
2L	11748073	11787952	500	0.0381312	0.00188735	-0.41212543	-0.37720111	0.27669282	-1.18274582	0.23044108	-0.07215578
2L	11787969	11833086	500	0.04761996	0.00170948	-0.59149242	-0.57755547	0.32642402	-1.22135069	0.075845	-0.12304245
2L	11835388	11869193	500	0.03890902	0.0020648	-0.04754467	0.09117258	0.38406825	-1.14561506	0.55133567	-0.11823489
2L	11869521	11890952	500	0.03590101	0.00321925	0.24779911	0.23556948	0.29604041	-0.38139156	1.15371876	-0.09309561
2L	11890961	11906836	500	0.10272727	0.00497937	0.84694436	0.90768193	0.25964255	0.03908107	1.45539036	0.11782879
2L	11906872	11929758	500	0.06057501	0.00335313	0.09668666	0.10765488	0.32717469	-0.61662001	1.11032243	-0.0443775
2L	11929775	11954099	500	0.062502	0.00305316	-0.01381667	-0.02892794	0.2025002	-0.44440096	0.77013269	-0.0948167
2L	11954107	12008956	500	0.09063509	0.00166229	0.53567109	0.46381412	0.55209174	-0.5911023	2.36823367	0.12551629
2L	12009023	12067966	500	0.07879237	0.0016515	0.90650954	0.89082116	0.34697139	-0.00750001	1.86554722	0.15339783
2L	12068107	12132747	500	0.05155719	0.00143662	-0.29234979	-0.21460914	0.53272288	-1.5976154	0.9760933	-0.03179065
2L	12132750	12161903	500	0.04538349	0.00320584	-0.42717925	-0.44893446	0.32406454	-1.34151857	0.63792277	0.01308371
2L	12161906	12197571	500	0.05354009	0.00230394	-0.25149075	-0.3957173	0.49960864	-1.5042569	0.87261354	-0.06809402
2L	12197588	12235481	500	0.04458118	0.00248483	-0.88980975	-0.90431092	0.40582156	-2.19367986	0.08124449	-0.03072358
2L	12235487	12266995	500	0.0412817	0.00245061	-1.39074497	-1.32140668	0.39246619	-2.41656876	-0.49501294	-0.15103873
2L	12266999	12305475	500	0.0353215	0.00191135	-1.21480141	-1.28799473	0.37577022	-2.16041339	-0.30016673	-0.08984851
2L	12305492	12349333	500	0.05143512	0.00178667	-0.79032793	-0.80162143	0.3513234	-1.6972778	0.06625031	-0.07001016
2L	12349335	12379277	500	0.04457374	0.00262136	-0.75260909	-0.68844334	0.6363124	-2.11297658	0.58792828	0.03817709
2L	12379284	12410013	500	0.06496335	0.00321486	-1.24037626	-1.24957402	0.31231988	-2.37425671	-0.14468458	0.03037485
2L	12410097	12467169	500	0.05367171	0.00167792	-1.13141423	-0.92749177	0.78571124	-2.55475297	0.30512882	-0.04366612
2L	12467224	12515338	500	0.05027098	0.00185763	0.29506218	0.17566332	0.61703493	-0.71637814	1.81358024	0.03505619
2L	12515354	12557890	500	0.08235994	0.00223943	0.61677653	0.59672357	0.43159615	-0.48439994	1.51446478	0.10733019
2L	12557959	12595681	500	0.05282632	0.00251985	0.89465527	0.94291589	0.41737133	-0.01662893	1.85308258	-0.09975047
2L	12595683	12622380	500	0.05442593	0.00315609	0.38721322	0.20525868	0.52316055	-0.36727215	1.85266543	0.08803111
2L	12622439	12666839	500	0.04099969	0.00204793	-0.03548966	-0.1234962	0.34274137	-0.66641215	0.89232727	-0.08201184
2L	12666854	12702805	500	0.03416507	0.0026329	-0.07826309	-0.11262977	0.34481489	-0.89100414	1.00235502	-0.06908078
2L	12702813	12732048	500	0.05841414	0.00316778	0.18333894	0.10496913	0.44962214	-0.62398409	1.93077605	0.02230871
2L	12732103	12778334	500	0.04070275	0.0019609	0.56172813	0.55240995	0.46896916	-0.3949826	2.19886086	-0.02512433
2L	12778336	12819678	500	0.04451716	0.00191674	0.45088165	0.48817512	0.61264944	-0.77141196	1.85284276	-0.05117004
2L	12819703	12894808	500	0.03604419	0.00108516	-0.33665869	-0.28278372	0.36185255	-1.66938731	0.30750608	-0.10140271
2L	12894844	12941027	500	0.03590201	0.00185216	-0.15408151	-0.14756654	0.27141689	-0.90647645	0.51158496	-0.01524531
2L	12941047	12996658	500	0.03520791	0.00156107	0.41192893	0.27820511	0.51003776	-0.66263711	2.03211669	-0.07181156
2L	12996707	13077667	500	0.03712361	0.00135154	0.32341836	0.36693722	0.3954978	-0.87914271	1.27087232	0.03460871
2L	13077668	13119180	500	0.03966909	0.00237149	0.8727899	0.89497225	0.3501292	-0.23798471	1.97761439	0.06166413
2L	13119187	13157057	500	0.05827944	0.00238537	0.49183568	0.3579797	0.50142968	-0.54771493	1.64461543	0.01378361
2L	13157073	13219923	500	0.03903316	0.00131331	0.2894901	0.26525948	0.38815164	-0.56061571	1.23062173	-0.08906828
2L	13219929	13276259	500	0.02763988	0.0013739	-0.19808159	-0.23908184	0.38120528	-1.00740455	1.02785988	-0.11334702
2L	13276285	13330507	500	0.035287	0.0014394	0.47456878	0.50069021	0.40986001	-0.4315243	1.63237258	-0.02784364
2L	13330665	13383053	500	0.04558474	0.00148309	0.15685538	0.1664104	0.48495273	-1.3361913	1.3243655	-0.00911826
2L	13383080	13516923	500	0.03227009	0.00072734	0.00148227	-0.10885357	0.63098822	-1.16715275	1.55885799	-0.00518272
2L	13516947	13576893	500	0.0535753	0.00141686	-0.74357352	-0.75243695	0.35956736	-1.70732294	0.25179601	-0.07806483
2L	13576947	13628624	500	0.04600927	0.00174518	-0.54197179	-0.46788979	0.55347195	-2.22356444	0.98792918	0.04944444
2L	13628627	13671257	500	0.04727548	0.00195235	-1.07265663	-1.01799762	0.64568983	-3.33368847	0.07900062	-0.0786041
2L	13671272	13728132	500	0.07281027	0.00166641	-0.66807361	-0.70390995	0.39546004	-1.40841489	0.37081828	0.00329648
2L	13728180	13778158	500	0.08382261	0.00143853	-1.22433249	-1.07080584	0.67408317	-2.70415391	0.04240764	-0.0711805
2L	13778166	13818589	500	0.06947759	0.00197196	-1.98161063	-2.03225704	0.33912261	-2.95167345	-0.8578728	-0.10135681
2L	13818873	13843623	500	0.06120274	0.00308793	-1.90426394	-1.90962172	0.39771976	-2.78184905	-1.17183895	-0.00888878
2L	13843676	13901699	500	0.065236	0.00149919	-1.90144347	-1.96581365	0.45636665	-2.84192788	-0.40614512	0.05642056
2L	13901718	13956329	500	0.06852044	0.00173001	-0.853147	-0.80027448	0.51915686	-1.77182172	0.12458304	0.0401047
2L	13956366	13976633	500	0.06045456	0.00441768	-0.50353702	-0.59027804	0.49972927	-1.4365988	0.99083948	-0.08714067
2L	13976659	14013009	500	0.05341926	0.00255665	-0.52232877	-0.72591669	0.69621962	-1.34928261	1.60654176	-0.05648245
2L	14013018	14034947	500	0.06269487	0.00435402	0.21280069	0.15049849	0.69042267	-1.05700232	1.49167585	-0.00941658
2L	14034977	14083957	500	0.06195004	0.0020328	-0.38751	-0.4601297	0.61686581	-1.49484116	1.02261564	-0.05122741
2L	14083972	14110126	500	0.07213508	0.00348906	-1.21995986	-1.26835727	0.13775755	-1.47121992	-0.80710616	-0.00300268
2L	14110130	14146144	500	0.08357702	0.00242579	-1.06885655	-1.07664623	0.21181682	-1.54391646	-0.27890872	0.04983455
2L	14146159	14181344	500	0.07161027	0.00283627	-1.94119178	-2.01764243	0.34844461	-2.63581297	-0.84032987	0.17934028
2L	14181384	14211102	500	0.06333072	0.00388251	-1.69635905	-1.66798628	0.21988853	-2.35631549	-1.20344528	0.08600024
2L	14211156	14265013	500	0.05237001	0.00175836	-1.99246365	-2.00831449	0.8009196	-3.26111774	0.19316385	-0.0682776
2L	14265016	14294558	500	0.06400579	0.00362285	-1.55823045	-1.64142796	0.36844458	-2.43985035	-0.63276879	-0.01896285
2L	14294586	14333920	500	0.06707019	0.00248379	-1.79271185	-1.79105183	0.31264148	-2.63929103	-1.12671074	0.0354463
2L	14333934	14379104	500	0.05334568	0.00212645	-1.77685257	-2.02414669	0.73722368	-3.07647599	-0.06010972	0.04745946
2L	14379112	14397317	500	0.05942881	0.00478925	-2.51167712	-2.57421925	0.42010585	-3.3850259	-1.26727608	-0.14737856
2L	14397332	14416279	500	0.03898582	0.00447171	-2.67705874	-2.73149673	0.43536495	-3.83213344	-1.21304084	-0.11348471
2L	14416357	14440027	500	0.03933385	0.00333039	-2.07748076	-2.12450782	0.564795	-3.11767384	-1.07886548	-0.07300484
2L	14440090	14487382	500	0.09445442	0.00203759	-1.66702362	-1.5290651	0.49515642	-3.09708703	-0.71928589	-0.00167171
2L	14487384	14517820	500	0.11386619	0.0032489	-1.47290537	-1.45799064	0.27853136	-2.25461131	-1.05245436	0.26373069
2L	14517832	14561338	500	0.12329519	0.00241924	-1.69680415	-1.7056936	0.19622153	-2.08806184	-1.21070215	0.03746571
2L	14561390	14625011	500	0.07155767	0.00158091	-1.25778664	-1.46072821	0.56169427	-2.02307864	0.68093826	-0.03776855
2L	14625013	14650723	500	0.06518513	0.00345314	0.77878109	0.7628241	0.24172	0.09293403	1.54596705	0.07110713
